gene	chr	tpm	pcon	phicpm	pchcpm	patcpm	phichat	eatcpm	ehicpm	ehichat
Rrp12	chr19	45.67796573	8	153	6.6970383	5.433487767	389.8896772	199.7202455	2193	552.5024084
Ppp1ca,Tbc1d10c	chr19	668.1395874	18	601	11.28058875	14.70949842	2706.548583	173.3515323	3165	1482.828314
Pgam1	chr19	29.8290348	7	222	6.111824338	27.80323539	689.8401258	139.5767197	1608	528.337893
Exosc1,Zdhhc16	chr19	76.28766887	5	116	6.985287271	34.35491139	355.8284108	82.94144821	696	333.7192616
Mms19,Ubtd1	chr19	55.37155083	11	235	6.222297461	31.09742122	812.3189404	201.6166537	2479	495.5781008
Rad9a	chr19	39.5862274	9	199	5.166069736	10.65150613	450.495002	131.2306924	2352	734.2812282
Hoga1	chr19	6.161580171	1	13	3.419004997	7.18679689	28.53187117	34.907767	822	38.66483453
Morn4	chr19	14.02616017	6	133	8.702766159	24.95228325	517.4357569	74.72756209	1391	331.0925465
Pi4k2a	chr19	22.15436434	5	131	8.702766159	33.78313234	509.6547681	140.1960696	2092	412.2890456
Clcf1	chr19	1.902559513	2	26	4.088037637	7.723536062	66.70078623	20.94913811	679	91.94477335
Avpi1	chr19	65.08599681	23	822	6.05655322	34.907767	2444.80723	198.8564215	2001	1394.131802
Marveld1	chr19	15.59433954	2	116	3.816306251	17.30440777	243.1139928	34.907767	1016	288.9007454
Zfyve27	chr19	13.66011067	1	26	9.939594418	17.9774657	95.20094184	34.907767	822	77.32966907
Pold4	chr19	59.72807647	9	129	6.5140632	7.894645723	545.0102823	115.0990333	1522	315.7174021
Ssh3	chr19	27.0032915	4	56	5.846085549	7.102220015	145.2425642	68.85621038	501	200.0565793
Ankrd13d	chr19	8.995951436	1	23	5.03492091	9.09541009	73.35887568	7.102220015	56	59.65319599
Grk2	chr19	64.85154848	4	52	7.542997863	10.69901674	139.4861771	21.41019364	286	108.8418391
Got1	chr19	222.6245501	11	300	4.655100299	11.48931863	647.9553807	110.0002843	1216	626.8833949
Slc25a28	chr19	56.09852242	3	44	5.725791355	14.17813926	108.1714853	28.89864093	530	115.8942575
Entpd7	chr19	7.170315848	5	155	3.407608571	27.40262986	537.0572336	62.75475498	1024	376.5224669
Cox15,Cutc	chr19	56.58988259	8	121	7.140622265	17.4093223	326.9367652	103.8228542	3523	293.7075989
Dnmbp	chr19	62.72172038	7	196	3.598598119	4.629508276	295.6922185	10.56592213	1061	465.6657462
Kdm2a	chr19	79.79167904	11	405	8.916711013	49.06178355	2004.363239	28.9785719	864	322.2726166
Erlin1	chr19	16.00188222	2	44	4.080067801	20.63911702	128.2980103	13.21464593	362	146.4637467
Chuk	chr19	78.81680698	7	155	10.33451695	8.212028446	606.0768696	88.3395679	5886	440.0228757
Cwf19l1	chr19	20.87274296	6	122	6.831251141	8.73784571	319.5505912	48.36752496	4172	327.3210965
Bloc1s2	chr19	23.48915714	5	115	5.163803194	14.25526571	242.7638591	55.36754614	5709	302.2156405
Pkd2l1	chr19	2.811999755	2	71	0	0	0	37.62612199	4588	188.9361275
Scd3	chr19	0.7571605136	1	17	0	0	0	9.003578444	963	43.81296277
Scd2	chr19	635.3204787	11	963	5.277781701	9.003578444	2481.875479	70.92680294	6972	2232.886145
Rhod	chr19	21.10565409	4	115	6.006039017	8.824886146	268.9691483	62.11324929	741	209.0844569
Scd1	chr19	312.0758807	11	394	6.1583235	16.76494797	1098.873964	69.43519459	6215	660.0041584
Gm20538	chr19	0	1	39	6.756804265	4.368922855	122.8625667	11.2003295	192	127.3896272
Ndufb8	chr19	149.999341	4	50	6.756804265	22.87846127	157.5161111	63.32168129	5804	133.4442241
Hif1an	chr19	17.95474521	13	192	5.223840267	11.2003295	627.148934	160.2357399	8028	486.8411553
Slf2	chr19	82.84393375	10	194	5.726368334	21.62229467	751.375437	102.9700282	3348	534.0605091
2010003K11Rik	chr19	0.2707544005	1	15	0	0	0	22.51586863	442	58.51468404
Sema4g	chr19	9.987550982	4	115	3.49050162	6.151244793	241.075399	93.25032135	2057	425.7113595
Mrpl43,Twnk	chr19	129.7918665	8	413	10.10372311	19.3785471	1716.431606	94.01344628	2487	1212.41849
Lzts2	chr19	84.32860047	13	804	7.175291952	25.28665285	2671.914668	141.4830219	5388	1585.848389
Pdzd7	chr19	3.048505432	2	149	0	0	0	25.28665285	1057	552.744561
Sfxn3	chr19	8.600449447	9	421	4.893961426	13.99042724	1150.806215	125.8985331	3128	1518.881957
Kazald1	chr19	1.41234116	5	195	8.053958782	21.44788225	927.5291949	77.44023632	2128	578.587345
Pcx	chr19	44.65434999	1	16	2.32880409	31.40845298	46.79102194	22.51586863	442	62.41566298
Gm17018,Poll	chr19	41.01580368	2	30	5.048150421	6.282844923	49.48175922	25.19432751	86	57.75213098
Npm3	chr19	30.62797438	3	41	6.491250563	10.78219946	90.14524274	36.75971007	442	114.3625722
Mgea5	chr19	176.6068302	16	402	7.222937139	30.47686515	1818.466085	93.92430319	2098	714.8900644
Kcnip2	chr19	0.6010343428	1	12	0	0	0	9.482036646	293	38.57546606
4930505N22Rik,Armh3	chr19	21.56836358	13	293	6.858072114	9.482036646	941.8842964	99.30217796	2142	560.2640724
Hps6	chr19	10.81483731	1	21	3.598345164	14.0878849	67.50374696	6.834716436	276	48.75853983
Ldb1	chr19	193.5000144	9	338	6.933746403	18.41680518	784.7803077	108.3808168	2446	852.2802537
Pprc1	chr19	46.25473596	12	482	6.862865776	20.25668104	1234.212338	236.3690424	2756	1146.174083
Nolc1	chr19	148.3640555	12	410	5.392172517	11.90263543	1201.92568	177.6189266	2429	820.9097185
Elovl3	chr19	0	2	26	0	0	0	73.15855205	519	95.86117715
Gbf1	chr19	32.043231	4	73	5.622209095	11.71665675	288.7356917	118.4004124	1561	248.0259117
Lrfn4	chr19	17.87661669	2	99	9.458755096	12.0785612	321.1707579	57.59173659	810	396.3006832
Rce1	chr19	54.32462402	22	442	9.230224635	22.51586863	1724.23269	114.428247	1372	715.9474714
Nfkb2	chr19	26.4785822	13	276	6.75515874	43.73066999	1017.603265	154.4170105	2390	644.4420958
Fbxl15,Psd	chr19	3.561168316	7	198	5.820288877	41.95899103	1077.840001	150.5597289	2497	655.9751654
Cuedc2,Gm26792	chr19	44.6127439	9	209	4.103199363	4.837845367	607.5183605	248.8513681	2261	817.7708421
2310034G01Rik	chr19	0.04629010189	1	13	0	0	0	40.40401497	833	36.69876155
Actr1a,Sufu	chr19	171.8806862	6	148	5.037190224	59.03670492	497.2544736	98.79887779	1858	289.6473157
Trim8	chr19	57.82295444	23	833	5.418769431	40.40401497	2351.543721	213.9015563	2346	1621.130059
Arl3,Sfxn2	chr19	54.26633651	1	11	3.408876174	15.51491361	40.49197012	12.68828194	72	46.40907195
Wbp1l	chr19	161.1324728	5	72	7.831348441	12.68828194	303.768471	59.58321119	1506	159.2759201
Borcs7	chr19	8.053472117	2	26	5.589097522	5.889995014	74.83962548	38.47030662	251	100.874396
As3mt	chr19	55.66405153	1	16	3.847529942	6.060339697	31.47526363	5.889995014	26	46.05515414
Cnnm2	chr19	17.29846054	15	235	10.67371754	32.40996692	1630.879612	98.11024062	968	160.5905506
Nt5c2	chr19	26.06343304	4	107	4.967681185	30.34336621	254.5837974	32.40996692	581	220.8449704
Pcgf6	chr19	65.03919785	3	100	6.353161819	33.48578086	373.2532545	67.98365642	484	344.2086084
Taf5	chr19	44.30696498	2	97	7.82473653	15.94448534	341.0156038	53.11498502	252	308.3120179
Pdcd11,Usmg5	chr19	112.7424919	6	152	8.280788471	19.62920416	381.6851033	95.85267056	512	531.7391304
Calhm2	chr19	2.933955641	1	24	2.54221274	0	32.90321964	19.62920416	152	60.26606894
Neurl1a	chr19	4.237778841	3	35	6.14580934	14.01243744	134.4651461	25.19297971	376	71.49635714
Sh3pxd2a	chr19	24.27920578	1	9	3.110657371	7.172425187	27.37710311	0	91	22.06066796
Stn1	chr19	60.53792833	8	166	5.765579388	15.63941407	432.6078803	68.49862851	300	352.9031239
Rbm4b	chr19	24.48753186	19	368	6.356373955	35.07586796	1807.378931	133.5542156	1980	841.6271913
Slk	chr19	110.9823287	3	38	6.376135347	18.23849745	120.2403417	22.9818523	265	89.08806175
Sfr1	chr19	336.0290888	4	50	12.17549125	28.02497628	266.9139901	15.63941407	316	108.988514
Gsto1	chr19	325.2330434	1	9	8.217734009	22.23515478	36.22844587	15.63941407	166	23.45464411
Gsto2	chr19	2.520397204	3	54	4.439465099	13.5095971	168.8100021	33.19534609	328	178.0358807
Rbm4	chr19	8.857403468	7	233	5.346183166	10.40540635	472.3167423	112.6095727	1450	775.6007006
Cfap43	chr19	102.1693941	8	256	14.0110864	17.23274492	1165.943036	20.90959083	478	357.7479132
Gm21992,Rbm14	chr19	35.68377675	8	225	5.572471688	39.94922684	785.265845	74.80326494	1298	536.390504
Ccdc87,Ccs	chr19	59.33453286	6	135	4.349656629	10.87975269	257.5494469	113.587723	1557	401.2286089
Ctsf	chr19	45.56361847	1	12	3.190212928	7.904538763	29.98598824	35.07586796	368	58.9362695
Actn3,Zdhhc24	chr19	11.92162781	3	32	4.837171202	12.80088469	94.63126445	93.81341252	625	122.5488769
Bbs1	chr19	2.908752183	3	35	6.440741554	4.188856558	57.7060631	67.99714294	1043	125.308872
Dpp3	chr19	101.9955179	1	25	4.206904782	20.42828797	81.0042981	5.641353249	207	70.20110028
Peli3	chr19	1.720236941	2	32	3.901586593	18.78831772	81.2419079	18.44223794	239	91.05087238
Mrpl11	chr19	39.57384767	11	207	6.588390067	5.641353249	581.2651103	179.7860736	2297	544.426122
Slc29a2	chr19	11.18138208	6	171	5.061678335	13.70848839	518.4795587	78.46611345	2976	549.6195378
B4gat1	chr19	31.0303494	5	185	5.939630816	9.616501293	624.5845242	72.07663351	2642	578.8065804
Brms1	chr19	48.40868905	9	320	7.841246311	10.48146703	959.8031789	152.9531698	3228	968.4412564
Rin1	chr19	31.67841398	11	509	6.560933541	27.87794642	1394.254682	142.7062531	2592	1438.430464
Cd248	chr19	5.905708317	1	175	0	0	0	5.531213592	998	603.0121183
Tmem151a,Yif1a	chr19	72.76581385	6	199	3.505774775	19.17323435	767.893952	108.6582039	2676	700.5780907
Cnih2	chr19	6.606651294	1	69	0	8.740997891	0	27.72354691	340	288.3298762
Rab1b	chr19	117.7742802	9	340	8.165441175	27.72354691	1420.755912	200.3338276	5304	1067.744644
Klc2	chr19	28.89849981	8	224	5.497868773	37.04402999	1017.232611	159.1741812	3865	859.2671588
Pacs1	chr19	30.00583379	2	39	4.17178227	27.53814719	95.38505336	68.08705965	703	132.0457079
Gal3st3,Sf3b2	chr19	390.3840812	9	168	5.191654439	24.6592719	373.0136264	131.8715775	4362	524.6009444
Xpnpep1	chr19	293.1309187	36	1097	6.043044317	45.92101368	4575.67595	229.6104231	5745	1465.325234
Add3	chr19	26.38049314	11	228	4.672043013	74.193137	969.9103926	163.7152157	5726	540.6392177
Mxi1	chr19	14.08889612	6	205	0	23.61851356	0	129.0687497	3718	431.8743062
Gm10197	chr19	0.5522685339	1	27	3.551004784	0	35.07005268	36.53366393	1364	140.8346204
Smndc1	chr19	56.50774311	55	1364	12.07607343	36.53366393	7114.756379	391.8634454	8940	2310.965815
4833407H14Rik,Mirt1	chr19	6.76598838	7	137	7.699650708	0	297.7597453	35.89530669	1424	322.8659329
Dusp5	chr19	55.30256347	8	129	4.477427472	12.21132863	471.3154574	60.21764199	2689	328.0651371
Nutf2-ps1	chr19	82.4180526	2	29	0	0	0	43.61923105	1873	114.7632335
Smc3	chr19	245.1241647	6	106	9.47723168	42.19586754	610.4032014	57.61075346	3229	394.1165259
Banf1,Eif1ad	chr19	329.3815835	19	535	9.134536772	43.42778775	2924.834596	330.4117406	5895	1328.690275
Rbm20	chr19	184.1306931	15	303	5.323618706	10.7517556	701.0297106	113.8213392	4585	560.1120979
Sart1	chr19	56.29788383	6	211	7.153193917	21.48706904	657.5337142	116.5887707	3440	764.3993833
Pdcd4	chr19	125.3979318	27	881	3.307489505	0	895.4966735	147.1237166	5180	1719.190174
Tsga10ip	chr19	1.858534423	4	109	7.153193917	0	339.6738144	105.2754412	2952	447.9495675
Bbip1,Shoc2	chr19	152.6614669	31	658	12.36062148	58.10217102	3681.801164	130.91547	8179	803.6855211
Drap1	chr19	188.936041	13	369	9.997785509	28.26802102	1437.399665	226.1412821	4573	943.9126552
AI837181	chr19	35.18176314	11	362	9.997785509	11.31332949	1410.131921	271.5519901	6983	1188.399137
Fosl1	chr19	9.438865915	6	201	4.41906324	8.019653405	500.2541663	176.9851864	3390	702.7039799
Ccdc85b	chr19	11.87276622	9	265	4.807495325	28.91469089	796.4645927	242.717173	4879	941.8902383
Fibp	chr19	70.56040818	6	264	4.221246425	8.111531595	647.1593484	202.197681	4436	1015.784182
Ctsw	chr19	1.598026134	1	117	0	0	0	33.57963245	1806	466.9023286
Efemp2	chr19	40.67130362	9	383	4.906603321	15.80293606	1015.585039	229.5746602	4547	1388.905855
Mus81	chr19	24.96000237	46	1806	7.501033457	33.57963245	7207.056457	556.374602	18153	4287.993262
Cfl1	chr19	491.8109803	16	450	7.501033457	74.90951253	1795.778187	323.6180271	8301	1501.861956
Snx32	chr19	9.02920052	4	119	2.569722689	11.52267236	322.8307561	172.086204	3521	509.1073423
Acsl5	chr19	42.8789977	1	12	5.345082633	8.466781154	37.11750301	20.67353993	56	49.9876492
Vti1a,Zdhhc6	chr19	127.9639151	4	56	11.70252739	20.67353993	233.2756962	18.59134866	89	68.53771034
Ap5b1	chr19	2.94913548	17	630	9.040622422	36.20075869	3381.767696	238.355737	5886	959.9706904
Tcf7l2	chr19	8.583964318	20	453	9.166236485	28.22710808	1544.474939	4.862644105	1555	571.1735773
Rnaseh2c	chr19	41.2841759	8	310	5.627719186	15.12772009	787.6640909	182.0947132	5392	1237.931581
Kat5	chr19	60.74406144	17	635	12.68417946	27.39630034	2792.984297	309.2429196	6679	1927.262497
Rela	chr19	28.19922675	21	805	9.425521268	30.39151182	4006.843744	265.2718951	9437	2148.498126
Dclre1a,Nhlrc2	chr19	46.23199734	9	105	10.25883498	8.126594792	339.7007439	0	141	43.26921457
Sipa1	chr19	19.37429644	7	182	3.047149244	15.01380639	381.8209852	145.3094025	4573	651.1114336
Map3k11,Pcnx3	chr19	49.98462321	20	720	6.779976697	38.72357384	3614.077431	320.5312275	10545	1902.534114
Afap1l2	chr19	95.36769379	6	121	3.840285532	18.41056374	333.986009	0	671	278.9735743
Ehbp1l1,Fam89b	chr19	4.703733993	6	155	2.373899704	8.787492561	506.7490223	135.7288405	5326	739.8462723
Sssca1	chr19	48.9553167	9	179	4.884380425	7.584993579	479.1396056	282.2266861	8632	781.5011884
B230217O12Rik,Fam160b1	chr19	30.14720921	5	95	11.43368571	13.77349931	539.9219274	5.312053381	208	175.2923551
Ltbp3	chr19	7.897856299	1	22	0	0	0	28.44284052	2793	83.89123369
Atrnl1	chr19	20.55370608	1	8	9.241726197	37.52153039	41.68434307	5.641353249	8	0
Scyl1	chr19	113.4695377	14	273	9.240163212	10.77461399	1324.417518	275.9018044	10359	984.4669219
Malat1	chr19	11677.92477	8	613	7.664640254	0	2037.580253	101.0566607	9571	2154.636849
Neat1	chr19	219.3461149	46	2793	8.576453486	28.44284052	10650.37344	617.240848	24066	8922.680035
Frmd8,Slc25a45	chr19	41.06749763	14	614	4.624045464	17.4165025	1100.140991	213.8103561	14030	2232.012928
Dpf2	chr19	73.12002074	20	503	9.129075709	24.77168399	1695.952415	292.888783	11995	1375.988152
Cdc42ep2	chr19	30.59923243	13	394	2.510701344	17.58609652	945.0540799	221.5563271	8601	1155.931379
Pdzd8	chr19	64.8468665	2	46	6.027615614	42.39903918	183.9805463	0	46	26.1647329
Pola2	chr19	84.32427897	21	500	6.098433256	11.29170029	1546.787907	314.8761935	11051	1364.1003
Gm10814	chr19	1.210358047	3	53	4.792901419	0	146.7581672	55.44606611	1680	197.2733566
Capn1	chr19	78.77879537	10	207	4.792901419	14.8060755	573.1875586	167.5381275	7870	688.7650544
Fam204a	chr19	41.92933057	1	28	6.751039253	7.694520849	94.75863418	0	28	0
Syvn1	chr19	27.5220037	33	1072	8.273862998	30.67438212	3753.944136	413.6905336	14388	3033.893571
Fau,Mrpl49	chr19	218.3177101	16	637	5.762483478	66.25391935	2126.008611	331.0341497	11976	2133.964431
Cacul1	chr19	68.07285923	5	115	8.120830628	29.54491734	456.927076	41.56989542	535	68.28013039
Znhit2	chr19	17.81494944	6	198	9.800252537	11.85614076	811.0085168	118.7906404	3552	686.2290654
Tm7sf2,Vps51	chr19	13.90712449	12	418	6.591017448	5.600819434	1233.059075	273.8425492	10005	1326.488738
Nanos1	chr19	2.98453205	1	17	3.528896717	38.99874348	59.18270869	41.56989542	434	82.91158691
Eif3a	chr19	407.7801913	15	434	11.41151719	41.56989542	2116.684042	128.5980055	817	435.5088403
Cdca5,Gm28374,Tmem262,Zfpl1	chr19	123.4639807	14	380	6.457086356	12.95414634	1422.202838	333.5528218	7837	1326.171717
Fam45a	chr19	54.37512487	2	58	6.500629655	19.70170601	191.653914	54.27998441	579	257.604595
Sfxn4	chr19	3.166215199	3	90	3.902389604	9.586355521	214.2809169	72.33617859	674	314.1962009
Prdx3	chr19	107.7183821	8	145	4.968814334	12.71008899	374.0794758	170.9504014	985	453.1241741
Grk5	chr19	1.442567307	7	95	6.953643714	18.05619418	380.6787615	70.36861325	777	203.8386178
Zfp950	chr19	16.91596251	4	63	6.816272534	6.502273316	167.4556661	86.93792102	416	153.7668818
Sac3d1	chr19	15.8036951	19	567	6.328313218	8.081927465	1654.884149	340.7562665	10127	1880.532873
Csf2ra	chr19	56.35314784	14	259	10.894278	55.95003489	1703.118163	60.75902072	465	85.99972318
Snx15	chr19	13.90324717	20	520	5.469087807	21.24282258	1514.042601	379.2692905	12567	1713.658926
Arl2,Batf2	chr19	81.53803545	18	437	9.86828759	19.65388519	1798.978824	282.4261824	9709	1388.306732
Gpha2	chr19	0.520474988	4	119	2.051582576	0	106.8167125	79.46412589	2113	528.1267027
Ppp2r5b	chr19	18.46619334	19	451	11.4612835	17.39654186	2804.569937	375.580753	13416	1366.405541
Atg2a	chr19	21.37521611	26	705	4.728838287	21.17087626	1954.609183	333.1118547	14526	1809.000633
Ehd1	chr19	133.3416988	27	1435	7.05268896	27.10886793	4453.888821	410.2726425	16821	4020.141786
Cdc42bpg	chr19	27.78808041	20	995	5.256219791	20.82565187	2842.447528	200.6020942	10350	2479.67234
Men1	chr19	87.3057407	17	409	5.013192711	5.687395716	1069.938855	276.7121366	11848	1192.1556
Map4k2	chr19	9.163226863	3	105	2.0883748	10.17499139	226.3073024	119.4842616	2668	425.3145969
Sf1	chr19	148.3620162	17	528	9.240380864	71.20451745	2536.237778	290.7108162	8022	1279.118058
Rps6ka4	chr19	35.61963532	3	45	6.008510784	8.111531595	130.4101294	34.62584008	1186	115.5724353
Ccdc88b	chr19	2.237066966	1	19	0	7.422105271	0	27.46566096	313	80.1987229
Trmt112	chr19	13.52416312	10	257	6.898006906	12.88832242	861.9550026	147.7002271	2727	959.0903578
Prdx5	chr19	131.9718446	10	257	4.844931267	9.289634993	560.3412259	215.3238014	3233	945.5665744
Esrra	chr19	25.07126325	10	313	6.406509839	27.46566096	1321.168435	187.8398606	3207	1032.732465
Catsperz	chr19	0.5087949099	2	44	0	0	0	87.34133469	1036	258.2089272
Kcnk4	chr19	0.2118719818	1	25	0	8.067206285	0	37.85587628	553	99.32831865
Bad,Gpr137	chr19	28.79014792	8	373	6.28453926	42.05030894	1524.188109	162.6414682	2877	1488.283679
Plcb3	chr19	72.16173005	4	153	3.887901438	14.36235343	351.7737565	111.5842689	1930	721.2344951
Ppp1r14b	chr19	34.81179778	15	483	15.12449054	49.48545841	3749.836514	242.8795888	3939	1473.576292
Fkbp2	chr19	67.78714063	16	553	5.911304378	37.85587628	2197.142409	268.8006041	4656	1896.388384
Vegfb	chr19	16.71708787	2	76	4.566305791	7.251814249	273.7069776	56.64563753	1300	467.8974578
Dnajc4	chr19	34.9821092	7	225	7.996119363	12.73549647	1074.588278	196.3715729	3281	1021.262269
Nudt22,Trpt1	chr19	48.95145808	3	93	3.29789287	8.705366462	197.6409103	124.9831275	1577	499.6827545
Stip1	chr19	602.6128949	8	216	6.359414247	17.60897929	685.2716212	105.0222737	2215	528.2896055
Macrod1	chr19	8.912120156	8	193	4.312234361	7.523326964	379.1908235	171.1701714	2058	559.0743808
Otub1	chr19	139.563066	22	541	7.695318912	37.64179278	2014.95986	351.7085945	4148	1218.895201
Cox8a	chr19	680.3281994	18	409	5.579588119	9.112955248	1013.754962	330.0182854	3671	1311.101838
Naa40	chr19	38.55023896	3	54	6.923489571	27.48927	247.6472108	52.41406058	796	180.6664195
Rcor2	chr19	50.88532694	9	153	5.571215761	23.51724015	734.2749961	128.439951	2173	442.6192933
Mark2	chr19	36.35395347	15	340	6.121466818	9.350479549	983.5889594	115.1516071	2699	578.4638161
Spindoc	chr19	31.81793947	11	234	7.179204924	19.78386518	806.7892737	135.4179386	2329	573.2474184
Rtn3	chr19	55.19540829	4	166	7.968247032	23.77836735	834.1462257	43.40238975	583	672.6262236
Atl3	chr19	25.42045839	3	120	7.697849195	34.2894345	578.6029162	73.661227	1302	570.1962177
Lgals12	chr19	1.115800373	1	10	2.533801599	0	16.38607154	0	10	0
Slc3a2	chr19	290.6550055	12	539	7.283581212	23.55150807	1634.477491	226.5174748	8348	1819.505496
Gm45736,Wdr74	chr19	45.37176296	7	267	12.98259763	7.730076444	1417.979758	178.0729592	6086	809.0038016
1700092M07Rik,Stx5a	chr19	82.66045204	29	1045	5.613268528	32.34459838	2907.299153	361.9113265	15746	3297.903143
Nxf1	chr19	72.57833736	15	549	6.767207639	10.59398058	1503.531993	309.311698	11179	1924.212641
Taf6l	chr19	58.24424369	10	375	6.21597218	14.61290898	1308.336156	157.6597025	8471	1245.115562
Polr2g	chr19	122.2184547	8	304	4.36801572	12.38892394	612.2270531	199.7488238	4478	1091.206876
Zbtb3	chr19	5.874254931	7	242	4.632074773	9.787267164	718.7505418	191.8658308	5039	879.1658015
Hnrnpul2,Ttc9c	chr19	110.748207	23	681	6.179101618	33.88250122	2498.024862	266.7468312	16532	2058.535786
Bscl2,Gng3	chr19	29.74030783	7	190	2.993288301	0	303.3337211	165.8253569	8987	575.7586951
Lrrn4cl	chr19	21.98319339	13	293	4.685333349	0	554.3604612	152.0354336	11510	816.5329755
Ubxn1	chr19	559.7478391	21	629	7.746703935	11.57633751	2115.900549	289.4321585	19099	1860.584337
Gm49403,Lbhd1,Uqcc3	chr19	57.2947633	9	289	5.722359616	14.746642	790.0491061	175.7046629	10531	1031.813526
1810009A15Rik	chr19	29.35785457	20	504	5.984852307	8.962542213	1067.985104	241.7816687	18034	1632.364764
Gm49416,Ints5	chr19	35.77994417	16	404	13.0394313	7.944110922	1792.161292	195.6319614	16219	1172.473926
Ganab	chr19	145.262627	22	747	13.9221883	14.19851015	3901.944677	252.8111985	13144	1889.989
B3gat3	chr19	59.45467753	23	738	7.485734318	10.04284864	2137.860305	307.4588886	16260	2331.616607
Eml3,Rom1	chr19	29.73317413	12	375	9.534291099	17.16977734	1529.384896	182.2891469	11267	1115.209994
Mta2	chr19	160.8736534	23	771	10.46573286	7.521172672	2446.036613	269.9061194	14512	2442.302331
Tut1	chr19	53.40645413	9	293	7.926610577	8.044271797	792.5377586	97.26711129	7041	804.7385506
Eef1g	chr19	499.7767826	33	1222	5.89526618	14.88790062	3351.12351	313.1480046	22200	3033.414786
Ahnak	chr19	307.4430953	23	927	6.849745398	18.46050473	2425.863517	252.8368198	16233	2126.657946
Scgb1a1	chr19	2.101656155	7	200	5.672914463	0	366.0711766	60.79971367	8173	499.7229137
Incenp	chr19	153.8768651	3	64	7.096885768	11.71665675	190.0584445	64.02064599	1425	192.4883996
Fth1	chr19	324.2330802	12	367	9.827684747	28.78110416	1811.084211	41.84008074	1736	214.9283844
Best1	chr19	7.85154778	1	20	0	6.02170805	0	22.35121941	981	61.71031242
Taf3	chr2	17.97135338	1	30	4.438085785	16.11754733	79.70744466	26.84935866	79	132.1499815
Atp5c1,Kin	chr2	652.1655383	5	79	9.959358813	26.84935866	347.9949513	61.78596606	517	175.2295871
Itih5	chr2	27.9555497	1	16	2.54431625	11.29170029	33.30928235	7.029994049	254	41.561332
Apip,Pdhx	chr2	139.3140102	2	21	6.615389247	15.09191383	75.57059414	0	21	12.37341101
Abtb2	chr2	12.57246642	5	63	3.638035511	25.60145782	174.966021	64.56111452	585	79.41668762
Sfmbt2	chr2	258.8511395	2	65	4.713090264	15.42629253	139.5610008	7.029994049	300	113.3765148
Nat10	chr2	82.90594845	5	115	5.641134655	13.38587908	343.5774367	60.26500705	687	289.0541981
Caprin1	chr2	345.7681287	14	514	13.41608903	60.26500705	2867.624383	45.7817543	806	731.4808521
4931422A03Rik,Fbxo3	chr2	89.54765304	1	32	7.29677858	23.36454049	138.7030391	22.77654514	578	128.6766404
Cd59a	chr2	30.50598003	14	578	12.09533199	22.77654514	2324.221816	50.9442432	723	605.0367297
A930018P22Rik	chr2	0.5187086275	6	144	4.333771463	10.11583446	485.884259	57.58016711	927	391.2918146
Hipk3	chr2	54.66443244	5	86	14.51983102	48.43117452	473.7749433	33.16200248	220	123.3858755
Cstf3	chr2	78.48969175	7	127	4.918467572	28.71997327	280.2837127	63.74309154	384	238.1670182
Wt1	chr2	39.67186345	1	16	4.951800455	9.526627449	47.03500654	0	45	24.48189805
Rcn1	chr2	70.86135524	1	20	5.801577583	20.0843523	94.12213682	0	20	22.69921924
Lin7c	chr2	146.3755037	4	47	11.00070113	24.47225631	205.8838035	35.12571197	149	74.31063049
Ccdc34	chr2	84.8420547	4	61	5.769434196	22.94915413	189.921336	27.73755409	136	87.26666513
Lpcat4	chr2	50.64557213	2	42	4.748714237	29.42123113	107.7133022	39.90899312	147	129.0148699
Nop10	chr2	81.58699137	5	93	4.206267097	9.268400114	212.6099528	118.3597561	320	257.772657
Gm21985,Slc12a6	chr2	16.43630571	3	54	5.363394523	30.64059301	212.5441143	41.53689414	184	147.3563599
Emc4	chr2	47.89494561	7	109	7.34668524	5.295519535	297.0659989	130.3721421	374	311.6350073
Katnbl1	chr2	30.98464137	4	56	8.458194947	8.787492561	207.0199974	89.33631051	151	104.3096723
Emc7	chr2	23.96700168	4	57	8.878198626	23.32962627	198.1883774	23.35141221	288	174.2677924
Chrm5	chr2	0	2	25	0	0	0	14.0830121	165	81.73413684
Aven	chr2	6.833967473	3	46	8.511237263	20.33655164	138.1444735	7.52045875	67	62.3144734
Gm13293	chr2	0	1	18	0	0	0	16.87628541	47	64.4727805
Arhgap11a	chr2	45.30615255	3	31	7.409838435	19.16015974	106.7261833	16.59657555	31	22.8918089
8030442B05Rik	chr2	0	1	14	0	0	0	36.24404678	141	74.49328074
Aqr	chr2	79.71433051	1	8	8.251208711	16.59657555	22.8918089	19.16015974	31	27.54224086
Rbm17	chr2	237.7017055	3	43	8.852320632	12.62203477	140.1655102	5.427568935	101	14.67601429
D330050G23Rik	chr2	0.02752781318	1	8	0	0	0	20.41175453	8	23.92324268
Gm29340	chr2	0.07744967952	2	20	4.899595698	8.044271797	49.44315004	23.36698002	34	69.15797078
Spred1	chr2	19.25222387	2	25	5.993527596	23.36698002	86.44746348	8.044271797	34	27.19373252
Fam98b	chr2	10.84239797	1	8	9.117972183	20.41175453	23.92324268	0	8	0
Gm28183	chr2	0.03349249971	1	10	0	0	0	8.533518787	74	21.88504132
Thbs1	chr2	58.59259637	7	74	3.206291429	8.533518787	161.9493058	0	74	0
Fsip1	chr2	0.7112173703	1	9	4.739688143	20.33670904	22.77943271	17.98582893	9	30.58558934
